Skill 1	Skill 2	Weight
Mathematical Reasoning	Transportation	0.291228
Mathematical Reasoning	Analyzing Data or Information	0.689655
Mathematical Reasoning	Assisting and Caring for Others	0.336842
Mathematical Reasoning	Coaching and Developing Others	0.525597
Mathematical Reasoning	Communicating with Persons Outside Organization	0.570201
Mathematical Reasoning	Communicating with Supervisors, Peers, or Subordinates	0.567398
Mathematical Reasoning	Controlling Machines and Processes	0.229299
Mathematical Reasoning	Coordinating the Work and Activities of Others	0.495495
Mathematical Reasoning	Developing Objectives and Strategies	0.591837
Mathematical Reasoning	Developing and Building Teams	0.492212
Mathematical Reasoning	Documenting/Recording Information	0.590258
Mathematical Reasoning	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.392982
Mathematical Reasoning	Establishing and Maintaining Interpersonal Relationships	0.500000
Mathematical Reasoning	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.460366
Mathematical Reasoning	Evaluating Information to Determine Compliance with Standards	0.507599
Mathematical Reasoning	Getting Information	0.559006
Mathematical Reasoning	Guiding, Directing, and Motivating Subordinates	0.496689
Mathematical Reasoning	Handling and Moving Objects	0.200000
Mathematical Reasoning	Identifying Objects, Actions, and Events	0.476780
Mathematical Reasoning	Inspecting Equipment, Structures, or Material	0.282609
Mathematical Reasoning	Interacting With Computers	0.692537
Mathematical Reasoning	Interpreting the Meaning of Information for Others	0.651724
Mathematical Reasoning	Judging the Qualities of Things, Services, or People	0.500000
Mathematical Reasoning	Making Decisions and Solving Problems	0.540881
Mathematical Reasoning	Monitor Processes, Materials, or Surroundings	0.342424
Mathematical Reasoning	Monitoring and Controlling Resources	0.529210
Mathematical Reasoning	Operating Vehicles, Mechanized Devices, or Equipment	0.192982
Mathematical Reasoning	Organizing, Planning, and Prioritizing Work	0.594156
Mathematical Reasoning	Performing Administrative Activities	0.599369
Mathematical Reasoning	Performing General Physical Activities	0.179775
Mathematical Reasoning	Performing for or Working Directly with the Public	0.405248
Mathematical Reasoning	Processing Information	0.671010
Mathematical Reasoning	Provide Consultation and Advice to Others	0.618056
Mathematical Reasoning	Repairing and Maintaining Electronic Equipment	0.329825
Mathematical Reasoning	Repairing and Maintaining Mechanical Equipment	0.234114
Mathematical Reasoning	Resolving Conflicts and Negotiating with Others	0.522876
Mathematical Reasoning	Scheduling Work and Activities	0.572755
Mathematical Reasoning	Selling or Influencing Others	0.515358
Mathematical Reasoning	Staffing Organizational Units	0.519298
Mathematical Reasoning	Thinking Creatively	0.566553
Mathematical Reasoning	Training and Teaching Others	0.473510
Mathematical Reasoning	Updating and Using Relevant Knowledge	0.554180
Memorization	Multilimb Coordination	0.322997
Memorization	Near Vision	0.570122
Memorization	Night Vision	0.243902
Memorization	Number Facility	0.600610
Memorization	Oral Comprehension	0.698171
Memorization	Oral Expression	0.716463
Memorization	Originality	0.667683
Memorization	Perceptual Speed	0.518519
Memorization	Peripheral Vision	0.253049
Memorization	Problem Sensitivity	0.634146
Memorization	Rate Control	0.280488
Memorization	Reaction Time	0.305233
Memorization	Response Orientation	0.304094
Memorization	Selective Attention	0.500000
Memorization	Sound Localization	0.253049
Memorization	Spatial Orientation	0.277439
Memorization	Speech Clarity	0.667683
Memorization	Speech Recognition	0.643293
Memorization	Speed of Closure	0.678466
Memorization	Speed of Limb Movement	0.324713
Memorization	Stamina	0.339779
Memorization	Static Strength	0.325137
Memorization	Time Sharing	0.542773
Memorization	Trunk Strength	0.348525
Memorization	Visual Color Discrimination	0.389049
Memorization	Visualization	0.363095
Memorization	Wrist-Finger Speed	0.324484
Memorization	Written Comprehension	0.716463
Memorization	Written Expression	0.685976
Memorization	Administration and Management	0.543807
Memorization	Biology	0.277439
Memorization	Building and Construction	0.201220
Memorization	Chemistry	0.295732
Memorization	Clerical	0.606707
Memorization	Communications and Media	0.634146
Memorization	Computers and Electronics	0.675676
Memorization	Customer and Personal Service	0.598854
Memorization	Design	0.274390
Memorization	Economics and Accounting	0.448171
Memorization	Education and Training	0.472561
Memorization	Engineering and Technology	0.280488
Memorization	English Language	0.667683
Memorization	Fine Arts	0.292683
Memorization	Food Production	0.246951
Memorization	Foreign Language	0.530488
Memorization	Geography	0.414634
Memorization	History and Archeology	0.368902
Memorization	Law and Government	0.506098
Memorization	Mathematical Reasoning	0.536585
Memorization	Mechanical	0.240854
Memorization	Medicine and Dentistry	0.307927
Memorization	Personnel and Human Resources	0.487805
Memorization	Philosophy and Theology	0.442073
Memorization	Physics	0.277439
Memorization	Production and Processing	0.329268
Memorization	Psychology	0.512195
Memorization	Public Safety and Security	0.393293
Memorization	Sales and Marketing	0.503049
Memorization	Sociology and Anthropology	0.460366
Memorization	Telecommunications	0.423780
Memorization	Therapy and Counseling	0.371951
Memorization	Transportation	0.283537
Memorization	Analyzing Data or Information	0.594512
Memorization	Assisting and Caring for Others	0.484756
Memorization	Coaching and Developing Others	0.542683
Memorization	Communicating with Persons Outside Organization	0.653295
Memorization	Communicating with Supervisors, Peers, or Subordinates	0.634146
Memorization	Controlling Machines and Processes	0.250000
Memorization	Coordinating the Work and Activities of Others	0.525526
Memorization	Developing Objectives and Strategies	0.527439
Memorization	Developing and Building Teams	0.533537
Memorization	Documenting/Recording Information	0.616046
Memorization	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.265244
Memorization	Establishing and Maintaining Interpersonal Relationships	0.658537
Memorization	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.378049
Memorization	Evaluating Information to Determine Compliance with Standards	0.513678
Memorization	Getting Information	0.625000
Memorization	Guiding, Directing, and Motivating Subordinates	0.487805
Memorization	Handling and Moving Objects	0.323944
Memorization	Identifying Objects, Actions, and Events	0.576220
Memorization	Inspecting Equipment, Structures, or Material	0.301630
Memorization	Interacting With Computers	0.686567
Memorization	Interpreting the Meaning of Information for Others	0.591463
Memorization	Judging the Qualities of Things, Services, or People	0.564024
Memorization	Making Decisions and Solving Problems	0.551829
Memorization	Monitor Processes, Materials, or Surroundings	0.430303
Memorization	Monitoring and Controlling Resources	0.439024
Memorization	Operating Vehicles, Mechanized Devices, or Equipment	0.210366
Memorization	Organizing, Planning, and Prioritizing Work	0.615854
Memorization	Performing Administrative Activities	0.600610
Memorization	Performing General Physical Activities	0.300562
Memorization	Performing for or Working Directly with the Public	0.586006
Memorization	Processing Information	0.603659
Memorization	Provide Consultation and Advice to Others	0.527439
Memorization	Repairing and Maintaining Electronic Equipment	0.317073
Memorization	Repairing and Maintaining Mechanical Equipment	0.225610
Memorization	Resolving Conflicts and Negotiating with Others	0.582317
Memorization	Scheduling Work and Activities	0.557927
Memorization	Selling or Influencing Others	0.490854
Memorization	Staffing Organizational Units	0.457317
Memorization	Thinking Creatively	0.536585
Memorization	Training and Teaching Others	0.536585
Memorization	Updating and Using Relevant Knowledge	0.637195
Multilimb Coordination	Near Vision	0.428941
Multilimb Coordination	Night Vision	0.638243
Multilimb Coordination	Number Facility	0.307494
Multilimb Coordination	Oral Comprehension	0.263566
Multilimb Coordination	Oral Expression	0.250646
Multilimb Coordination	Originality	0.201550
Multilimb Coordination	Perceptual Speed	0.648579
Multilimb Coordination	Peripheral Vision	0.643411
Multilimb Coordination	Problem Sensitivity	0.330749
Multilimb Coordination	Rate Control	0.801034
Multilimb Coordination	Reaction Time	0.832041
Multilimb Coordination	Response Orientation	0.826873
Multilimb Coordination	Selective Attention	0.627907
Multilimb Coordination	Sound Localization	0.640827
Multilimb Coordination	Spatial Orientation	0.687339
Multilimb Coordination	Speech Clarity	0.232558
Multilimb Coordination	Speech Recognition	0.263566
Multilimb Coordination	Speed of Closure	0.426357
Multilimb Coordination	Speed of Limb Movement	0.842377
Multilimb Coordination	Stamina	0.863049
Multilimb Coordination	Static Strength	0.891473
Multilimb Coordination	Time Sharing	0.589147
Multilimb Coordination	Trunk Strength	0.875969
Multilimb Coordination	Visual Color Discrimination	0.713178
Multilimb Coordination	Visualization	0.674419
Multilimb Coordination	Wrist-Finger Speed	0.790698
Multilimb Coordination	Written Comprehension	0.217054
Multilimb Coordination	Written Expression	0.162791
Multilimb Coordination	Administration and Management	0.286822
Multilimb Coordination	Biology	0.276486
Multilimb Coordination	Building and Construction	0.493540
Multilimb Coordination	Chemistry	0.558140
Multilimb Coordination	Clerical	0.173127
Multilimb Coordination	Communications and Media	0.219638
Multilimb Coordination	Computers and Electronics	0.219638
Multilimb Coordination	Customer and Personal Service	0.397933
Multilimb Coordination	Design	0.488372
Multilimb Coordination	Economics and Accounting	0.237726
Multilimb Coordination	Education and Training	0.266150
Multilimb Coordination	Engineering and Technology	0.540052
Multilimb Coordination	English Language	0.198966
Multilimb Coordination	Fine Arts	0.198966
Multilimb Coordination	Food Production	0.307494
Multilimb Coordination	Foreign Language	0.325581
Multilimb Coordination	Geography	0.245478
Multilimb Coordination	History and Archeology	0.167959
Multilimb Coordination	Law and Government	0.281654
Multilimb Coordination	Mathematical Reasoning	0.294574
Multilimb Coordination	Mechanical	0.679587
Multilimb Coordination	Medicine and Dentistry	0.286822
Multilimb Coordination	Personnel and Human Resources	0.227390
Multilimb Coordination	Philosophy and Theology	0.219638
Multilimb Coordination	Physics	0.511628
Multilimb Coordination	Production and Processing	0.596899
Multilimb Coordination	Psychology	0.255814
Multilimb Coordination	Public Safety and Security	0.591731
Multilimb Coordination	Sales and Marketing	0.361757
Multilimb Coordination	Sociology and Anthropology	0.232558
Multilimb Coordination	Telecommunications	0.338501
Multilimb Coordination	Therapy and Counseling	0.235142
Multilimb Coordination	Transportation	0.519380
Multilimb Coordination	Analyzing Data or Information	0.165375
Multilimb Coordination	Assisting and Caring for Others	0.387597
Multilimb Coordination	Coaching and Developing Others	0.294574
Multilimb Coordination	Communicating with Persons Outside Organization	0.263566
Multilimb Coordination	Communicating with Supervisors, Peers, or Subordinates	0.258398
Multilimb Coordination	Controlling Machines and Processes	0.757106
Multilimb Coordination	Coordinating the Work and Activities of Others	0.366925
Multilimb Coordination	Developing Objectives and Strategies	0.186047
Multilimb Coordination	Developing and Building Teams	0.330749
Multilimb Coordination	Documenting/Recording Information	0.307494
Multilimb Coordination	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.519380
Multilimb Coordination	Establishing and Maintaining Interpersonal Relationships	0.312661
Multilimb Coordination	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.501292
Multilimb Coordination	Evaluating Information to Determine Compliance with Standards	0.382429
Multilimb Coordination	Getting Information	0.255814
Multilimb Coordination	Guiding, Directing, and Motivating Subordinates	0.320413
Multilimb Coordination	Handling and Moving Objects	0.850129
Multilimb Coordination	Identifying Objects, Actions, and Events	0.379845
Multilimb Coordination	Inspecting Equipment, Structures, or Material	0.790698
Multilimb Coordination	Interacting With Computers	0.214470
Multilimb Coordination	Interpreting the Meaning of Information for Others	0.144703
Multilimb Coordination	Judging the Qualities of Things, Services, or People	0.374677
Multilimb Coordination	Making Decisions and Solving Problems	0.273902
Multilimb Coordination	Monitor Processes, Materials, or Surroundings	0.542636
Multilimb Coordination	Monitoring and Controlling Resources	0.333333
Multilimb Coordination	Operating Vehicles, Mechanized Devices, or Equipment	0.682171
Multilimb Coordination	Organizing, Planning, and Prioritizing Work	0.214470
Multilimb Coordination	Performing Administrative Activities	0.217054
Multilimb Coordination	Performing General Physical Activities	0.870801
Multilimb Coordination	Performing for or Working Directly with the Public	0.421189
Multilimb Coordination	Processing Information	0.211886
Multilimb Coordination	Provide Consultation and Advice to Others	0.186047
Multilimb Coordination	Repairing and Maintaining Electronic Equipment	0.581395
Multilimb Coordination	Repairing and Maintaining Mechanical Equipment	0.715762
Multilimb Coordination	Resolving Conflicts and Negotiating with Others	0.273902
Multilimb Coordination	Scheduling Work and Activities	0.268734
Multilimb Coordination	Selling or Influencing Others	0.310078
Multilimb Coordination	Staffing Organizational Units	0.268734
Multilimb Coordination	Thinking Creatively	0.219638
Multilimb Coordination	Training and Teaching Others	0.330749
Multilimb Coordination	Updating and Using Relevant Knowledge	0.268734
Near Vision	Night Vision	0.246006
Near Vision	Number Facility	0.552381
Near Vision	Oral Comprehension	0.685358
Near Vision	Oral Expression	0.636923
Near Vision	Originality	0.534591
Near Vision	Perceptual Speed	0.598291
Near Vision	Peripheral Vision	0.223642
Near Vision	Problem Sensitivity	0.643750
Near Vision	Rate Control	0.378882
Near Vision	Reaction Time	0.380814
Near Vision	Response Orientation	0.365497
Near Vision	Selective Attention	0.653846
Near Vision	Sound Localization	0.233227
Near Vision	Spatial Orientation	0.271565
Near Vision	Speech Clarity	0.597444
Near Vision	Speech Recognition	0.635783
Near Vision	Speed of Closure	0.528024
Near Vision	Speed of Limb Movement	0.387931
Near Vision	Stamina	0.414365
Near Vision	Static Strength	0.409836
Near Vision	Time Sharing	0.575221
Near Vision	Trunk Strength	0.455764
Near Vision	Visual Color Discrimination	0.501441
Near Vision	Visualization	0.497024
Near Vision	Wrist-Finger Speed	0.451327
Near Vision	Written Comprehension	0.654434
Near Vision	Written Expression	0.576803
Near Vision	Administration and Management	0.513595
Near Vision	Biology	0.169329
Near Vision	Building and Construction	0.230032
Near Vision	Chemistry	0.341853
Near Vision	Clerical	0.536741
Near Vision	Communications and Media	0.501597
Near Vision	Computers and Electronics	0.531532
Near Vision	Customer and Personal Service	0.535817
Near Vision	Design	0.338658
Near Vision	Economics and Accounting	0.453674
Near Vision	Education and Training	0.367412
Near Vision	Engineering and Technology	0.322684
Near Vision	English Language	0.573668
Near Vision	Fine Arts	0.277955
Near Vision	Food Production	0.233227
Near Vision	Foreign Language	0.428115
Near Vision	Geography	0.290735
Near Vision	History and Archeology	0.258786
Near Vision	Law and Government	0.386581
Near Vision	Mathematical Reasoning	0.523962
Near Vision	Mechanical	0.344937
Near Vision	Medicine and Dentistry	0.210863
Near Vision	Personnel and Human Resources	0.376997
Near Vision	Philosophy and Theology	0.329073
Near Vision	Physics	0.236422
Near Vision	Production and Processing	0.493631
Near Vision	Psychology	0.373802
Near Vision	Public Safety and Security	0.344512
Near Vision	Sales and Marketing	0.498403
Near Vision	Sociology and Anthropology	0.335463
Near Vision	Telecommunications	0.345048
Near Vision	Therapy and Counseling	0.220447
Near Vision	Transportation	0.300319
Near Vision	Analyzing Data or Information	0.469649
Near Vision	Assisting and Caring for Others	0.418530
Near Vision	Coaching and Developing Others	0.399361
Near Vision	Communicating with Persons Outside Organization	0.484241
Near Vision	Communicating with Supervisors, Peers, or Subordinates	0.614420
Near Vision	Controlling Machines and Processes	0.398089
Near Vision	Coordinating the Work and Activities of Others	0.426426
Near Vision	Developing Objectives and Strategies	0.380192
Near Vision	Developing and Building Teams	0.423676
Near Vision	Documenting/Recording Information	0.487106
Near Vision	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.306709
Near Vision	Establishing and Maintaining Interpersonal Relationships	0.644654
Near Vision	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.460366
Near Vision	Evaluating Information to Determine Compliance with Standards	0.471125
Near Vision	Getting Information	0.602484
Near Vision	Guiding, Directing, and Motivating Subordinates	0.313099
Near Vision	Handling and Moving Objects	0.476056
Near Vision	Identifying Objects, Actions, and Events	0.541796
Near Vision	Inspecting Equipment, Structures, or Material	0.407609
Near Vision	Interacting With Computers	0.537313
Near Vision	Interpreting the Meaning of Information for Others	0.485623
Near Vision	Judging the Qualities of Things, Services, or People	0.521341
Near Vision	Making Decisions and Solving Problems	0.496855
Near Vision	Monitor Processes, Materials, or Surroundings	0.454545
Near Vision	Monitoring and Controlling Resources	0.354633
Near Vision	Operating Vehicles, Mechanized Devices, or Equipment	0.277955
Near Vision	Organizing, Planning, and Prioritizing Work	0.575080
Near Vision	Performing Administrative Activities	0.479495
Near Vision	Performing General Physical Activities	0.404494
Near Vision	Performing for or Working Directly with the Public	0.486880
Near Vision	Processing Information	0.543131
Near Vision	Provide Consultation and Advice to Others	0.376997
Near Vision	Repairing and Maintaining Electronic Equipment	0.348243
Near Vision	Repairing and Maintaining Mechanical Equipment	0.361022
Near Vision	Resolving Conflicts and Negotiating with Others	0.479233
Near Vision	Scheduling Work and Activities	0.433437
Near Vision	Selling or Influencing Others	0.428115
Near Vision	Staffing Organizational Units	0.332268
Near Vision	Thinking Creatively	0.460064
Near Vision	Training and Teaching Others	0.412141
Near Vision	Updating and Using Relevant Knowledge	0.544892
Night Vision	Number Facility	0.273016
Night Vision	Oral Comprehension	0.140187
Night Vision	Oral Expression	0.141538
Night Vision	Originality	0.144654
Night Vision	Perceptual Speed	0.501425
Night Vision	Peripheral Vision	0.930403
Night Vision	Problem Sensitivity	0.190625
Night Vision	Rate Control	0.732919
Night Vision	Reaction Time	0.694767
Night Vision	Response Orientation	0.713450
Night Vision	Selective Attention	0.458580
Night Vision	Sound Localization	0.912088
Night Vision	Spatial Orientation	0.870307
Night Vision	Speech Clarity	0.162162
Night Vision	Speech Recognition	0.160839
Night Vision	Speed of Closure	0.351032
Night Vision	Speed of Limb Movement	0.683908
Night Vision	Stamina	0.646409
Night Vision	Static Strength	0.650273
Night Vision	Time Sharing	0.445428
Night Vision	Trunk Strength	0.605898
Night Vision	Visual Color Discrimination	0.570605
Night Vision	Visualization	0.553571
Night Vision	Wrist-Finger Speed	0.622419
Night Vision	Written Comprehension	0.134557
Night Vision	Written Expression	0.122257
Night Vision	Administration and Management	0.211480
Night Vision	Biology	0.252747
Night Vision	Building and Construction	0.619048
Night Vision	Chemistry	0.475083
Night Vision	Clerical	0.161616
Night Vision	Communications and Media	0.190939
Night Vision	Computers and Electronics	0.204204
Night Vision	Customer and Personal Service	0.237822
Night Vision	Design	0.526882
Night Vision	Economics and Accounting	0.205128
Night Vision	Education and Training	0.200000
Night Vision	Engineering and Technology	0.560811
Night Vision	English Language	0.134796
Night Vision	Fine Arts	0.117216
Night Vision	Food Production	0.285714
Night Vision	Foreign Language	0.243986
Night Vision	Geography	0.366300
Night Vision	History and Archeology	0.186813
Night Vision	Law and Government	0.310000
Night Vision	Mathematical Reasoning	0.271242
Night Vision	Mechanical	0.645570
Night Vision	Medicine and Dentistry	0.227106
Night Vision	Personnel and Human Resources	0.214035
Night Vision	Philosophy and Theology	0.164835
Night Vision	Physics	0.551237
Night Vision	Production and Processing	0.487261
Night Vision	Psychology	0.200730
Night Vision	Public Safety and Security	0.548780
Night Vision	Sales and Marketing	0.258065
Night Vision	Sociology and Anthropology	0.153846
Night Vision	Telecommunications	0.380952
Night Vision	Therapy and Counseling	0.168498
Night Vision	Transportation	0.617329
Night Vision	Analyzing Data or Information	0.172414
Night Vision	Assisting and Caring for Others	0.285714
Night Vision	Coaching and Developing Others	0.252560
Night Vision	Communicating with Persons Outside Organization	0.234957
Night Vision	Communicating with Supervisors, Peers, or Subordinates	0.191223
Night Vision	Controlling Machines and Processes	0.659236
Night Vision	Coordinating the Work and Activities of Others	0.300300
Night Vision	Developing Objectives and Strategies	0.217687
Night Vision	Developing and Building Teams	0.261682
Night Vision	Documenting/Recording Information	0.220630
Night Vision	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.592857
Night Vision	Establishing and Maintaining Interpersonal Relationships	0.166667
Night Vision	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.454268
Night Vision	Evaluating Information to Determine Compliance with Standards	0.328267
Night Vision	Getting Information	0.180124
Night Vision	Guiding, Directing, and Motivating Subordinates	0.311258
Night Vision	Handling and Moving Objects	0.628169
Night Vision	Identifying Objects, Actions, and Events	0.256966
Night Vision	Inspecting Equipment, Structures, or Material	0.586957
Night Vision	Interacting With Computers	0.185075
Night Vision	Interpreting the Meaning of Information for Others	0.134483
Night Vision	Judging the Qualities of Things, Services, or People	0.277439
Night Vision	Making Decisions and Solving Problems	0.213836
Night Vision	Monitor Processes, Materials, or Surroundings	0.415152
Night Vision	Monitoring and Controlling Resources	0.316151
Night Vision	Operating Vehicles, Mechanized Devices, or Equipment	0.871429
Night Vision	Organizing, Planning, and Prioritizing Work	0.168831
Night Vision	Performing Administrative Activities	0.214511
Night Vision	Performing General Physical Activities	0.671348
Night Vision	Performing for or Working Directly with the Public	0.300292
Night Vision	Processing Information	0.201954
Night Vision	Provide Consultation and Advice to Others	0.201389
Night Vision	Repairing and Maintaining Electronic Equipment	0.575972
Night Vision	Repairing and Maintaining Mechanical Equipment	0.705686
Night Vision	Resolving Conflicts and Negotiating with Others	0.222222
Night Vision	Scheduling Work and Activities	0.253870
Night Vision	Selling or Influencing Others	0.279863
Night Vision	Staffing Organizational Units	0.270758
Night Vision	Thinking Creatively	0.204778
Night Vision	Training and Teaching Others	0.251656
Night Vision	Updating and Using Relevant Knowledge	0.176471
Number Facility	Oral Comprehension	0.582555
Number Facility	Oral Expression	0.603077
Number Facility	Originality	0.625786
Number Facility	Perceptual Speed	0.492877
Number Facility	Peripheral Vision	0.257143
Number Facility	Problem Sensitivity	0.575000
Number Facility	Rate Control	0.319876
Number Facility	Reaction Time	0.319767
Number Facility	Response Orientation	0.318713
Number Facility	Selective Attention	0.428994
Number Facility	Sound Localization	0.257143
Number Facility	Spatial Orientation	0.311111
Number Facility	Speech Clarity	0.539683
Number Facility	Speech Recognition	0.507937
Number Facility	Speed of Closure	0.598820
Number Facility	Speed of Limb Movement	0.310345
Number Facility	Stamina	0.312155
Number Facility	Static Strength	0.289617
Number Facility	Time Sharing	0.433628
Number Facility	Trunk Strength	0.308311
Number Facility	Visual Color Discrimination	0.426513
Number Facility	Visualization	0.425595
Number Facility	Wrist-Finger Speed	0.359882
Number Facility	Written Comprehension	0.645260
Number Facility	Written Expression	0.648903
Number Facility	Administration and Management	0.577039
Number Facility	Biology	0.279365
Number Facility	Building and Construction	0.314286
Number Facility	Chemistry	0.371429
Number Facility	Clerical	0.568254
Number Facility	Communications and Media	0.539683
Number Facility	Computers and Electronics	0.633634
Number Facility	Customer and Personal Service	0.515759
Number Facility	Design	0.403175
Number Facility	Economics and Accounting	0.571429
Number Facility	Education and Training	0.396825
Number Facility	Engineering and Technology	0.425397
Number Facility	English Language	0.579937
Number Facility	Fine Arts	0.206349
Number Facility	Food Production	0.266667
Number Facility	Foreign Language	0.419048
Number Facility	Geography	0.396825
Number Facility	History and Archeology	0.304762
Number Facility	Law and Government	0.498413
Number Facility	Mathematical Reasoning	0.660317
Number Facility	Mechanical	0.382911
Number Facility	Medicine and Dentistry	0.203175
Number Facility	Personnel and Human Resources	0.476190
Number Facility	Philosophy and Theology	0.301587
Number Facility	Physics	0.390476
Number Facility	Production and Processing	0.476190
Number Facility	Psychology	0.396825
Number Facility	Public Safety and Security	0.371951
Number Facility	Sales and Marketing	0.549206
Number Facility	Sociology and Anthropology	0.326984
Number Facility	Telecommunications	0.384127
Number Facility	Therapy and Counseling	0.231746
Number Facility	Transportation	0.330159
Number Facility	Analyzing Data or Information	0.615873
Number Facility	Assisting and Caring for Others	0.342857
Number Facility	Coaching and Developing Others	0.476190
Number Facility	Communicating with Persons Outside Organization	0.564470
Number Facility	Communicating with Supervisors, Peers, or Subordinates	0.576803
Number Facility	Controlling Machines and Processes	0.330159
Number Facility	Coordinating the Work and Activities of Others	0.483483
Number Facility	Developing Objectives and Strategies	0.533333
Number Facility	Developing and Building Teams	0.495327
Number Facility	Documenting/Recording Information	0.567335
Number Facility	Drafting, Laying Out, and Specifying Technical Devices, Parts, and Equipment	0.387302
Number Facility	Establishing and Maintaining Interpersonal Relationships	0.534591
Number Facility	Estimating the Quantifiable Characteristics of Products, Events, or Information	0.533537
Number Facility	Evaluating Information to Determine Compliance with Standards	0.534954
Number Facility	Getting Information	0.580745
Number Facility	Guiding, Directing, and Motivating Subordinates	0.469841
Number Facility	Handling and Moving Objects	0.323944
Number Facility	Identifying Objects, Actions, and Events	0.504644
Number Facility	Inspecting Equipment, Structures, or Material	0.366848
Number Facility	Interacting With Computers	0.659701
Number Facility	Interpreting the Meaning of Information for Others	0.571429
Number Facility	Judging the Qualities of Things, Services, or People	0.518293
Number Facility	Making Decisions and Solving Problems	0.540881
Number Facility	Monitor Processes, Materials, or Surroundings	0.409091
Number Facility	Monitoring and Controlling Resources	0.533333
Number Facility	Operating Vehicles, Mechanized Devices, or Equipment	0.250794
Number Facility	Organizing, Planning, and Prioritizing Work	0.584127
Number Facility	Performing Administrative Activities	0.593060
Number Facility	Performing General Physical Activities	0.289326
Number Facility	Performing for or Working Directly with the Public	0.460641
Number Facility	Processing Information	0.634921
Number Facility	Provide Consultation and Advice to Others	0.542857
Number Facility	Repairing and Maintaining Electronic Equipment	0.349206
Number Facility	Repairing and Maintaining Mechanical Equipment	0.307937
Number Facility	Resolving Conflicts and Negotiating with Others	0.530159
Number Facility	Scheduling Work and Activities	0.575851
Number Facility	Selling or Influencing Others	0.507937
Number Facility	Staffing Organizational Units	0.460317
Number Facility	Thinking Creatively	0.514286
Number Facility	Training and Teaching Others	0.434921
Number Facility	Updating and Using Relevant Knowledge	0.551084
Oral Comprehension	Oral Expression	0.883077
Oral Comprehension	Originality	0.722741
Oral Comprehension	Perceptual Speed	0.447293
Oral Comprehension	Peripheral Vision	0.127726
Oral Comprehension	Problem Sensitivity	0.760125
Oral Comprehension	Rate Control	0.173913
Oral Comprehension	Reaction Time	0.209302
Oral Comprehension	Response Orientation	0.195906
Oral Comprehension	Selective Attention	0.514793
Oral Comprehension	Sound Localization	0.133956
Oral Comprehension	Spatial Orientation	0.174455
Oral Comprehension	Speech Clarity	0.794393
Oral Comprehension	Speech Recognition	0.753894
Oral Comprehension	Speed of Closure	0.581121
Oral Comprehension	Speed of Limb Movement	0.250000
Oral Comprehension	Stamina	0.281768
Oral Comprehension	Static Strength	0.256831
Oral Comprehension	Time Sharing	0.536873
Oral Comprehension	Trunk Strength	0.316354
Oral Comprehension	Visual Color Discrimination	0.337176
Oral Comprehension	Visualization	0.321429
Oral Comprehension	Wrist-Finger Speed	0.238938
Oral Comprehension	Written Comprehension	0.834862
Oral Comprehension	Written Expression	0.788162
Oral Comprehension	Administration and Management	0.613293
Oral Comprehension	Biology	0.289720
Oral Comprehension	Building and Construction	0.152648
Oral Comprehension	Chemistry	0.299065
Oral Comprehension	Clerical	0.638629
Oral Comprehension	Communications and Media	0.676012
Oral Comprehension	Computers and Electronics	0.660661
Oral Comprehension	Customer and Personal Service	0.627507
Oral Comprehension	Design	0.246106
Oral Comprehension	Economics and Accounting	0.501558
Oral Comprehension	Education and Training	0.498442
Oral Comprehension	Engineering and Technology	0.230530
Oral Comprehension	English Language	0.769470
Oral Comprehension	Fine Arts	0.317757
Oral Comprehension	Food Production	0.267913
Oral Comprehension	Foreign Language	0.557632
Oral Comprehension	Geography	0.426791
Oral Comprehension	History and Archeology	0.401869
Oral Comprehension	Law and Government	0.542056
Oral Comprehension	Mathematical Reasoning	0.576324
Oral Comprehension	Mechanical	0.190031
Oral Comprehension	Medicine and Dentistry	0.314642
Oral Comprehension	Personnel and Human Resources	0.532710
Oral Comprehension	Philosophy and Theology	0.482866
Oral Comprehension	Physics	0.218069
Oral Comprehension	Production and Processing	0.302181
Oral Comprehension	Psychology	0.529595
Oral Comprehension	Public Safety and Security	0.375000
Oral Comprehension	Sales and Marketing	0.538941
Oral Comprehension	Sociology and Anthropology	0.482866
Oral Comprehension	Telecommunications	0.389408
Oral Comprehension	Therapy and Counseling	0.373832
Oral Comprehension	Transportation	0.302181
Oral Comprehension	Analyzing Data or Information	0.610592
Oral Comprehension	Assisting and Caring for Others	0.501558
Oral Comprehension	Coaching and Developing Others	0.551402
Oral Comprehension	Communicating with Persons Outside Organization	0.687679
Oral Comprehension	Communicating with Supervisors, Peers, or Subordinates	0.738318
Oral Comprehension	Controlling Machines and Processes	0.177570
Oral Comprehension	Coordinating the Work and Activities of Others	0.561562
Oral Comprehension	Developing Objectives and Strategies	0.548287
Oral Comprehension	Developing and Building Teams	0.576324
