O*NET-SOC Code	Element ID	Element Name	Scale ID	Category	Data Value	N	Standard Error	Lower CI Bound	Upper CI Bound	Recommend Suppress	Date	Domain Source
29-1181.00	2.D.1	Required Level of Education	RL	6	0.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	2.D.1	Required Level of Education	RL	7	0.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	2.D.1	Required Level of Education	RL	8	16.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	2.D.1	Required Level of Education	RL	9	0.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	2.D.1	Required Level of Education	RL	10	3.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	2.D.1	Required Level of Education	RL	11	76.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	2.D.1	Required Level of Education	RL	12	3.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	1	27.59	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	2	0.00	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	3	0.00	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	4	0.00	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	5	24.14	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	6	31.03	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	7	6.90	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	8	10.34	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	9	0.00	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	10	0.00	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.1	Related Work Experience	RW	11	0.00	29	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	1	33.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	2	33.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	3	6.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	4	6.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	5	6.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	6	3.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	7	6.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	8	3.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	1	10.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	2	26.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	3	26.67	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	4	10.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	5	10.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	6	10.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	7	3.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	8	3.33	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1181.00	3.A.3	On-the-Job Training	OJ	9	0.00	30	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-1199.01	2.D.1	Required Level of Education	RL	1	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	2	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	3	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	4	9.50	16	9.00	1.12	49.42	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	5	4.86	16	5.01	0.51	33.94	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	6	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	7	11.13	16	7.73	2.32	39.82	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	8	47.95	16	13.59	22.40	74.62	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	9	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	10	13.90	16	9.14	3.07	45.14	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	11	12.65	16	8.94	2.52	44.83	N	07/2011	Incumbent
29-1199.01	2.D.1	Required Level of Education	RL	12	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	1	26.59	16	11.07	9.76	54.80	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	2	4.39	16	4.34	0.51	29.35	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	3	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	4	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	5	4.39	16	3.92	0.62	25.18	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	6	13.90	16	9.72	2.78	47.69	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	7	33.21	16	12.03	13.53	61.24	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	8	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	9	0.00	16	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	10	5.09	16	5.23	0.53	35.04	N	07/2011	Incumbent
29-1199.01	3.A.1	Related Work Experience	RW	11	12.42	16	8.84	2.45	44.47	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	1	46.26	15	13.87	20.65	74.01	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	2	9.34	15	6.38	2.01	34.12	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	3	8.04	15	8.00	0.85	47.07	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	4	16.43	15	11.24	3.29	53.21	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	5	0.00	15	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	6	5.41	15	5.54	0.56	36.78	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	7	14.51	15	7.24	4.63	37.24	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	8	0.00	15	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.2	On-Site or In-Plant Training	PT	9	0.00	15	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	1	39.09	15	13.58	15.88	68.57	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	2	4.67	15	4.81	0.48	33.24	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	3	9.34	15	9.15	1.00	51.14	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	4	34.32	15	13.06	13.10	64.42	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	5	0.00	15	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	6	0.00	15	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	7	0.00	15	0.00	n/a	n/a	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	8	5.41	15	5.54	0.56	36.78	N	07/2011	Incumbent
29-1199.01	3.A.3	On-the-Job Training	OJ	9	7.17	15	7.20	0.75	43.98	N	07/2011	Incumbent
29-1199.04	2.D.1	Required Level of Education	RL	1	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	2	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	3	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	4	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	5	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	6	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	7	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	8	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	9	0.00	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	10	4.76	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	11	85.71	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	2.D.1	Required Level of Education	RL	12	9.52	21	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	1	30.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	2	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	3	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	4	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	5	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	6	40.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	7	10.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	8	20.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	9	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	10	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.1	Related Work Experience	RW	11	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	1	40.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	2	30.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	3	15.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	4	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	5	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	6	15.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	7	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	8	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.2	On-Site or In-Plant Training	PT	9	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	1	25.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	2	15.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	3	15.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	4	5.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	5	10.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	6	25.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	7	5.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	8	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.04	3.A.3	On-the-Job Training	OJ	9	0.00	20	n/a	n/a	n/a	n/a	07/2013	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	1	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	2	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	3	2.86	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	4	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	5	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	6	11.43	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	7	85.71	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	8	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	9	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	10	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	11	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	2.D.1	Required Level of Education	RL	12	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	1	48.57	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	2	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	3	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	4	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	5	2.86	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	6	31.43	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	7	17.14	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	8	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	9	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	10	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.1	Related Work Experience	RW	11	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	1	62.86	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	2	11.43	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	3	8.57	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	4	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	5	2.86	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	6	5.71	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	7	8.57	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	8	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.2	On-Site or In-Plant Training	PT	9	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	1	48.57	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	2	25.71	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	3	2.86	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	4	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	5	2.86	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	6	11.43	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	7	8.57	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	8	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-1199.05	3.A.3	On-the-Job Training	OJ	9	0.00	35	n/a	n/a	n/a	n/a	06/2009	Occupational Expert
29-2011.00	2.D.1	Required Level of Education	RL	1	0.00	47	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	2	0.30	47	0.31	0.04	2.35	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	3	0.00	47	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	4	1.21	47	1.19	0.16	8.35	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	5	30.10	47	12.27	11.74	58.22	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	6	59.36	47	10.75	37.32	78.18	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	7	3.56	47	2.11	1.06	11.30	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	8	5.48	47	4.46	1.01	24.71	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	9	0.00	47	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	10	0.00	47	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	11	0.00	47	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	2.D.1	Required Level of Education	RL	12	0.00	47	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	1	24.83	45	8.81	11.32	46.09	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	2	7.56	45	7.26	1.00	39.91	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	3	0.81	45	0.62	0.17	3.68	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	4	1.27	45	1.04	0.24	6.37	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	5	18.63	45	7.76	7.55	39.10	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	6	28.28	45	9.49	13.32	50.31	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	7	13.45	45	8.29	3.57	39.48	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	8	3.83	45	2.19	1.18	11.66	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	9	0.00	45	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	10	1.35	45	1.35	0.18	9.55	N	07/2013	Incumbent
29-2011.00	3.A.1	Related Work Experience	RW	11	0.00	45	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	1	17.97	45	7.23	7.54	37.04	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	2	10.57	45	5.17	3.77	26.26	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	3	9.82	45	7.52	1.93	37.60	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	4	15.98	45	8.87	4.78	41.85	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	5	33.79	45	12.28	14.44	60.68	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	6	9.18	45	7.29	1.70	37.08	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	7	2.70	45	2.70	0.35	18.05	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	8	0.00	45	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	3.A.2	On-Site or In-Plant Training	PT	9	0.00	45	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	1	0.52	44	0.53	0.07	3.98	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	2	8.77	44	7.66	1.37	39.89	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	3	31.86	44	10.22	15.32	54.71	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	4	32.60	44	6.90	20.44	47.67	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	5	15.06	44	6.43	6.05	32.81	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	6	9.75	44	7.64	1.84	38.36	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	7	0.00	44	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	8	1.43	44	1.43	0.19	10.00	N	07/2013	Incumbent
29-2011.00	3.A.3	On-the-Job Training	OJ	9	0.00	44	0.00	n/a	n/a	N	07/2013	Incumbent
29-2011.01	2.D.1	Required Level of Education	RL	1	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	2	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	3	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	4	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	5	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	6	73.08	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	7	19.23	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	8	3.85	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	9	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	10	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	11	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	2.D.1	Required Level of Education	RL	12	3.85	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	1	23.08	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	2	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	3	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	4	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	5	11.54	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	6	30.77	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	7	15.38	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	8	7.69	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	9	3.85	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	10	0.00	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.1	Related Work Experience	RW	11	7.69	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.2	On-Site or In-Plant Training	PT	1	11.54	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.2	On-Site or In-Plant Training	PT	2	11.54	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.2	On-Site or In-Plant Training	PT	3	11.54	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.2	On-Site or In-Plant Training	PT	4	23.08	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
29-2011.01	3.A.2	On-Site or In-Plant Training	PT	5	23.08	26	n/a	n/a	n/a	n/a	07/2014	Occupational Expert
